movie_title,rating
Meet the Deedles ,1.95
The Princess and the Cobbler ,3.6
The Bridge of San Luis Rey ,2.55
Faster ,3.25
Howl's Moving Castle ,4.1
Zombieland ,3.85
King Kong ,3.6
The Waterboy ,3.05
Star Wars: Episode V - The Empire Strikes Back ,4.4
Bad Boys ,3.4
The Naked Gun 2½: The Smell of Fear ,3.4
Final Destination ,3.35
The Ides of March ,3.55
Pitch Black ,3.55
Someone Like You... ,3.05
Her ,4.0
Eddie the Eagle ,3.75
Joy Ride ,3.3
The Adventurer: The Curse of the Midas Box ,2.7
Anywhere But Here ,3.05
Chasing Liberty ,3.05
The Crew ,2.8
Haywire ,2.9
Jaws: The Revenge ,1.4
Marvin's Room ,3.35
The Longshots ,2.55
The End of the Affair ,3.6
Harley Davidson and the Marlboro Man ,3.0
In the Valley of Elah ,3.6
Coco Before Chanel ,3.35
Forsaken ,3.15
Chéri ,3.1
Rogue             ,3.4
Vanity Fair ,3.1
Bodyguards and Assassins ,3.45
1408 ,3.4
Spaceballs ,3.55
The Water Diviner ,3.55
Ghost ,3.5
There's Something About Mary ,3.55
The Santa Clause ,3.2
The Rookie ,3.5
The Game Plan ,3.1
The Bridges of Madison County ,3.75
The Animal ,2.4
Gandhi ,4.05
The Hundred-Foot Journey ,3.65
The Net ,2.9
I Am Sam ,3.8
Son of God ,2.8
Underworld ,3.5
Derailed ,3.3
The Informant! ,3.25
Shadowlands ,3.7
Deuce Bigalow: European Gigolo ,2.3
Delivery Man ,3.2
Victor Frankenstein ,3.0
Our Kind of Traitor ,3.2
Saving Silverman ,2.95
Diary of a Wimpy Kid: Dog Days ,3.2
Summer of Sam ,3.3
Jay and Silent Bob Strike Back ,3.45
The Island ,3.45
The Glass House ,2.9
"Hail, Caesar! ",3.2
Josie and the Pussycats ,2.65
Homefront ,3.25
The Little Vampire ,2.85
I Heart Huckabees ,3.35
RoboCop 3 ,1.95
Megiddo: The Omega Code 2 ,2.05
Darling Lili ,3.1
Dudley Do-Right ,1.9
The Transporter Refueled ,2.55
The Libertine ,3.2
Black Book ,3.9
Joyeux Noel ,3.9
Hit and Run ,3.05
Mad Money ,2.9
Before I Go to Sleep ,3.15
Sorcerer ,3.85
Stone ,2.7
Molière ,3.65
Out of the Furnace ,3.4
Michael Clayton ,3.65
My Fellow Americans ,3.25
Arlington Road ,3.6
Underdogs ,3.35
To Rome with Love ,3.15
Firefox ,2.95
South Park: Bigger Longer & Uncut ,3.9
Death at a Funeral ,3.7
Teenage Mutant Ninja Turtles III ,2.4
Hardball ,3.15
Silver Linings Playbook ,3.9
Freedom Writers ,3.75
For Colored Girls ,3.0
The Transporter ,3.4
Never Back Down ,3.3
The Rage: Carrie 2 ,2.3
The Bachelor             ,1.45
Away We Go ,3.55
Swing Vote ,3.05
Moonlight Mile ,3.35
Tinker Tailor Soldier Spy ,3.55
Molly ,2.9
The Beaver ,3.35
The Best Little Whorehouse in Texas ,2.9
eXistenZ ,3.4
Raiders of the Lost Ark ,4.25
Home Alone 2: Lost in New York ,3.3
Close Encounters of the Third Kind ,3.85
Pulse ,2.35
Beverly Hills Cop II ,3.2
Bringing Down the House ,2.75
The Silence of the Lambs ,4.3
Wayne's World ,3.5
Jackass 3D ,3.55
Jaws 2 ,2.85
Beverly Hills Chihuahua ,1.85
The Conjuring ,3.75
Are We There Yet? ,2.3
Tammy ,2.45
Disturbia ,3.45
School of Rock ,3.55
Mortal Kombat ,2.9
Wicker Park ,3.5
White Chicks ,2.7
The Descendants ,3.65
Holes ,3.55
The Last Song ,2.9
12 Years a Slave ,4.05
Drumline ,2.85
Why Did I Get Married Too? ,2.2
Edward Scissorhands ,3.95
Me Before You ,3.8
Madea's Witness Protection ,2.4
The French Connection ,3.9
Bad Moms ,3.35
Date Movie ,1.35
Return to Never Land ,2.9
Selma ,3.75
The Jungle Book 2 ,2.7
Boogeyman ,2.05
Premonition ,2.95
The Tigger Movie ,3.15
Orphan ,3.5
Max ,3.4
Meet the Browns             ,1.75
Epic Movie ,1.15
Conan the Barbarian ,3.45
Spotlight ,4.05
Lakeview Terrace ,3.05
The Grudge 2 ,2.5
How Stella Got Her Groove Back ,2.75
Bill & Ted's Bogus Journey ,3.1
Man of the Year ,3.1
The Black Hole ,2.95
The American ,3.15
Selena ,3.35
Vampires Suck ,1.75
Babel ,3.75
This Is Where I Leave You ,3.3
Doubt ,3.75
Team America: World Police ,3.6
Texas Chainsaw 3D ,2.4
Copycat ,3.3
Scary Movie 5 ,1.75
Paint Your Wagon ,3.35
Milk ,3.8
Risen ,3.15
Ghost Ship ,2.75
A Very Harold & Kumar 3D Christmas ,3.15
Wild Things ,3.25
The Stepfather ,2.8
The Debt ,3.45
High Fidelity ,3.8
One Missed Call ,1.95
Eye for an Eye ,3.05
The Bank Job ,3.65
Eternal Sunshine of the Spotless Mind ,4.15
You Again ,2.9
Street Kings ,3.4
The World's End ,3.5
Nancy Drew ,2.95
Daybreakers ,3.25
She's Out of My League ,3.2
Monte Carlo ,2.9
Stay Alive ,2.55
Quigley Down Under ,3.4
Alpha and Omega ,2.65
The Covenant ,2.65
Stick It ,3.2
Shorts ,2.45
To Die For ,3.4
Nerve ,3.55
Appaloosa ,3.4
Vampires ,3.05
Yu-Gi-Oh! Duel Monsters             ,3.5
Psycho ,4.25
My Best Friend's Girl ,2.95
Endless Love ,3.15
Georgia Rule ,2.95
Under the Rainbow ,2.7
Ladyhawke ,3.5
Simon Birch ,3.45
Reign Over Me ,3.75
Into the Wild ,4.1
School for Scoundrels ,2.95
Silent Hill: Revelation 3D ,2.5
From Dusk Till Dawn ,3.65
Pooh's Heffalump Movie ,3.2
Home for the Holidays ,3.3
Kung Fu Hustle ,3.9
Fired Up             ,3.35
The Country Bears ,2.0
The Kite Runner ,3.8
21 Grams ,3.85
Paparazzi ,2.9
Twilight ,2.6
A Guy Thing ,2.8
Loser ,2.65
Capitalism: A Love Story ,3.7
The Greatest Story Ever Told ,3.3
Secret in Their Eyes ,3.1
Disaster Movie ,0.95
Armored ,2.85
The Man Who Knew Too Little ,3.3
What's Your Number? ,3.0
Lockout ,3.05
Envy ,2.4
Crank: High Voltage ,3.1
Bullets Over Broadway ,3.75
One Night with the King ,3.15
The Quiet American ,3.55
The Weather Man ,3.3
Undisputed ,3.05
Ghost Town ,3.35
12 Rounds ,2.8
Let Me In ,3.6
3 Ninjas Kick Back ,2.15
Be Kind Rewind ,3.2
Mrs Henderson Presents ,3.55
Triple 9 ,3.15
Deconstructing Harry ,3.7
Three to Tango ,3.05
Burnt ,3.3
We're No Angels ,3.0
Everyone Says I Love You ,3.4
Death at a Funeral ,3.7
Death Sentence ,3.4
Everybody's Fine ,3.6
Superbabies: Baby Geniuses 2 ,0.95
The Man ,2.75
Code Name: The Cleaner ,2.25
Connie and Carla ,3.15
Sweet Charity ,3.5
Inherent Vice ,3.35
Doogal ,1.4
Battle of the Year ,2.5
Perception             ,3.75
An American Carol ,2.15
Machete Kills ,2.8
Willard ,3.1
Strange Wilderness ,2.65
Topsy-Turvy ,3.7
Little Boy ,3.7
A Dangerous Method ,3.25
A Scanner Darkly ,3.55
Chasing Mavericks ,3.6
Alone in the Dark ,1.15
Bandslam ,3.2
Birth ,3.05
A Most Violent Year ,3.5
Passchendaele ,3.25
Flash of Genius ,3.5
I'm Not There. ,3.5
The Cold Light of Day ,2.45
The Brothers Bloom ,3.45
"Synecdoche, New York ",3.75
Princess Mononoke ,4.2
Bon voyage ,3.45
Can't Stop the Music ,2.25
The Proposition ,3.7
Courage ,3.5
Marci X ,1.4
Equilibrium ,3.75
The Children of Huang Shi ,3.55
The Yards ,3.2
The Oogieloves in the Big Balloon Adventure ,3.35
By the Sea ,2.65
Steamboy ,3.45
The Game of Their Lives ,3.1
All Good Things ,3.15
Rapa Nui ,3.2
CJ7 ,3.25
Les couloirs du temps: Les visiteurs II ,3.0
Dylan Dog: Dead of Night ,2.55
People I Know ,2.75
The Doombolt Chase             ,3.6
The Tempest ,2.7
Regression ,2.85
The Touch ,2.6
Three Kingdoms: Resurrection of the Dragon ,3.1
Shattered ,3.35
Zambezia ,2.9
Ramanujan ,3.5
Dwegons and Leprechauns ,2.4
Hands of Stone ,3.6
Survivor ,2.8
The Frozen Ground ,3.2
The Painted Veil ,3.75
The Baader Meinhof Complex ,3.7
Dances with Wolves ,4.0
Bad Teacher ,2.85
Sea of Love ,3.4
A Cinderella Story ,2.95
Scream ,3.6
Thir13en Ghosts ,2.75
The Shining ,4.2
Back to the Future ,4.25
House on Haunted Hill ,2.8
I Can Do Bad All by Myself ,2.05
Fight Valley ,2.5
The Switch ,3.05
Just Married ,2.7
The Devil's Double ,3.55
"Gone, Baby, Gone             ",3.3
Thomas and the Magic Railroad ,1.8
The Crazies ,3.25
Spirited Away ,4.3
Firestorm ,3.1
The Bounty ,3.5
The Book Thief ,3.8
Sex Drive ,3.25
Leap Year ,3.2
The Fall of the Roman Empire ,3.35
Take Me Home Tonight ,3.15
Won't Back Down ,3.2
The Nutcracker ,2.85
Kansas City ,3.15
Indignation ,3.9
The Amityville Horror ,3.0
Adaptation. ,3.85
Land of the Dead ,3.1
Out of Inferno ,2.85
Fear and Loathing in Las Vegas ,3.85
The Invention of Lying ,3.2
Neighbors ,3.2
The Mask ,3.45
Big ,3.65
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,3.65
Legally Blonde ,3.1
Star Trek III: The Search for Spock ,3.3
The Exorcism of Emily Rose ,3.35
Deuce Bigalow: Male Gigolo ,2.85
Left Behind ,1.55
The Family Stone ,3.15
Barbershop 2: Back in Business ,2.85
Bad Santa ,3.55
Austin Powers: International Man of Mystery ,3.5
My Big Fat Greek Wedding 2 ,3.05
Diary of a Wimpy Kid: Rodrick Rules ,3.3
Predator ,3.9
Amadeus ,4.15
Prom Night ,1.95
Mean Girls ,3.5
Under the Tuscan Sun ,3.35
Gosford Park ,3.65
The O.C.             ,3.75
Peggy Sue Got Married ,3.15
Birdman or (The Unexpected Virtue of Ignorance) ,3.9
Blue Jasmine ,3.65
United 93 ,3.8
Honey ,2.65
Glory ,3.95
Spy Hard ,2.65
The Fog ,3.4
Soul Surfer ,3.55
Catch-22 ,3.6
Observe and Report ,2.9
Conan the Destroyer ,2.9
Raging Bull ,4.15
Love Happens ,2.8
Young Sherlock Holmes ,3.4
Fame ,2.5
127 Hours ,3.8
Small Time Crooks ,3.35
Center Stage ,3.35
Love the Coopers ,2.85
Catch That Kid ,2.6
Life as a House ,3.75
Steve Jobs ,3.6
"I Love You, Beth Cooper ",2.65
Youth in Revolt ,3.25
The Legend of the Lone Ranger ,2.5
The Tailor of Panama ,3.05
Blow Out ,3.7
Getaway ,2.2
The Ice Storm ,3.75
And So It Goes ,2.85
Troop Beverly Hills ,2.75
Being Julia ,3.55
9½ Weeks ,2.95
Dragonslayer ,3.35
The Last Station ,3.5
Ed Wood ,3.95
Labor Day ,3.45
Mongol: The Rise of Genghis Khan ,3.65
RocknRolla ,3.65
Megaforce ,1.75
Hamlet ,3.9
Mao's Last Dancer ,3.7
Midnight Special ,3.35
Anything Else ,3.2
The Railway Man ,3.55
Unforgettable             ,3.35
The White Ribbon ,3.9
Restoration ,2.0
The Wraith ,2.95
The Salton Sea ,3.6
Metallica Through the Never ,3.6
The Informers ,2.55
Carlos             ,3.85
I Come with the Rain ,2.75
One Man's Hero ,3.1
Day of the Dead ,3.6
I Am Wrath ,2.6
Renaissance ,3.35
Forsaken ,3.15
Red Sonja ,2.5
Red Lights ,3.1
Superbad ,3.8
Madea Goes to Jail ,2.05
Wolves ,2.65
Step Up 2: The Streets ,3.1
Hoodwinked! ,3.25
Hotel Rwanda ,4.05
Hitman ,3.15
Black Nativity ,2.2
The Prince ,2.3
City of Ghosts ,3.0
The Others ,3.8
Aliens ,4.2
My Fair Lady ,3.95
I Know What You Did Last Summer ,2.8
Let's Be Cops ,3.25
Sideways ,3.75
Beerfest ,3.15
Halloween ,3.95
Hero ,3.95
Good Boy! ,2.55
The Best Man Holiday ,3.35
Smokin' Aces ,3.35
Saw 3D: The Final Chapter ,2.8
40 Days and 40 Nights ,2.8
TRON: Legacy ,3.4
A Night at the Roxbury ,3.1
Beastly ,2.8
The Hills Have Eyes ,3.2
Dickie Roberts: Former Child Star ,2.8
"McFarland, USA ",3.7
Lottery Ticket ,2.45
ATL ,3.0
Pitch Perfect ,3.6
Summer Catch ,2.45
A Simple Plan ,3.75
They ,2.4
Larry the Cable Guy: Health Inspector ,1.55
The Adventures of Elmo in Grouchland ,2.9
Brooklyn's Finest ,3.35
55 Days at Peking ,3.4
Evil Dead ,3.25
My Life in Ruins ,2.95
American Dreamz ,2.75
Superman IV: The Quest for Peace ,1.8
How She Move ,1.65
Running Scared ,3.7
Bobby Jones: Stroke of Genius ,3.35
Shanghai Surprise ,1.5
The Illusionist ,3.8
Roar ,3.2
Veronica Guerin ,3.45
Escobar: Paradise Lost ,3.3
Southland Tales ,2.75
Dragon Hunters ,3.3
Damnation Alley ,2.6
The Apparition ,2.05
My Girl ,3.4
Fur: An Imaginary Portrait of Diane Arbus ,3.25
The Illusionist ,3.8
Wall Street ,3.7
Sense and Sensibility ,3.85
Becoming Jane ,3.55
Sydney White ,3.15
House of Sand and Fog ,3.8
Dead Poets Society ,4.0
Dumb & Dumber ,3.65
When Harry Met Sally... ,3.8
The Verdict ,3.9
Road Trip ,3.25
Varsity Blues ,3.2
The Artist ,4.0
The Unborn ,2.4
Moonrise Kingdom ,3.9
The Texas Chainsaw Massacre: The Beginning ,2.95
The Young Messiah ,2.7
The Master of Disguise ,1.65
Pan's Labyrinth ,4.1
The Messengers             ,3.3
See Spot Run ,2.7
Baby Boy ,3.2
The Roommate ,2.4
Joe Dirt ,2.95
Double Impact ,2.75
Hot Fuzz ,3.95
The Women ,2.45
Vicky Cristina Barcelona ,3.6
Arn: The Knight Templar ,3.3
Bad Moms ,3.35
Boys and Girls ,2.65
White Oleander ,3.6
Jennifer's Body ,2.55
Drowning Mona ,2.8
Radio Days ,3.8
Left Behind ,1.55
Remember Me ,3.6
How to Deal ,2.85
My Stepmother Is an Alien ,2.6
Philadelphia ,3.85
The Thirteenth Floor ,3.5
The Cookout ,1.8
Meteor ,2.45
Duets ,3.0
Hollywood Ending ,3.3
Detroit Rock City ,3.4
Highlander ,3.6
Things We Lost in the Fire ,3.6
Steel ,1.4
The Immigrant ,3.3
The White Countess ,3.35
Trance ,3.5
Soul Plane ,2.2
Welcome to the Sticks ,3.55
Good ,3.1
Enter the Void ,3.65
Vamps ,2.55
Hachi: A Dog's Tale ,4.05
Zulu ,3.35
The Homesman ,3.3
Juwanna Mann ,2.25
Lilyhammer             ,4.05
Ararat ,3.3
Madison ,3.25
Slow Burn ,2.95
Wasabi ,3.3
Slither ,3.25
Beverly Hills Cop ,3.65
Home Alone ,3.75
3 Men and a Baby ,2.95
Tootsie ,3.7
Top Gun ,3.45
"Crouching Tiger, Hidden Dragon ",3.95
American Beauty ,4.2
The King's Speech ,4.0
Twins ,3.0
Scream: The TV Series             ,3.65
The Yellow Handkerchief ,3.4
The Color Purple ,3.9
Tidal Wave ,2.85
Ben-Hur ,3.05
The Imitation Game ,4.05
Private Benjamin ,3.05
Coal Miner's Daughter ,3.75
Diary of a Wimpy Kid ,3.1
Mama ,3.1
Halloween ,3.95
National Lampoon's Vacation ,3.7
Bad Grandpa ,3.3
The Queen ,3.65
Beetlejuice ,3.75
Why Did I Get Married? ,2.8
Little Women ,3.65
The Woman in Black ,3.2
When a Stranger Calls ,2.5
Big Fat Liar ,2.7
The Deer Hunter ,4.1
Wag the Dog ,3.55
The Lizzie McGuire Movie ,2.65
Snitch ,3.25
Krampus ,3.1
The Faculty ,3.2
What's Love Got to Do with It ,3.6
Cop Land ,3.45
Not Another Teen Movie ,2.85
End of Watch ,3.85
Aloha ,2.7
The Skulls ,2.8
The Theory of Everything ,3.85
Malibu's Most Wanted ,2.55
Where the Heart Is ,3.4
Lawrence of Arabia ,4.2
Halloween II ,2.45
Wild ,3.55
The Last House on the Left ,3.3
The Wedding Date ,3.05
Halloween: Resurrection ,2.05
Clash of the Titans ,2.9
The Princess Bride ,4.05
The Great Debaters ,3.8
Drive ,3.9
Confessions of a Teenage Drama Queen ,2.3
The Object of My Affection ,3.0
28 Weeks Later ,3.5
When the Game Stands Tall ,3.35
Because of Winn-Dixie ,3.2
Love & Basketball ,3.6
Grosse Pointe Blank ,3.7
All About Steve ,2.4
Book of Shadows: Blair Witch 2 ,2.0
The Craft ,3.1
Match Point ,3.85
Ramona and Beezus ,3.35
The Remains of the Day ,3.95
Boogie Nights ,3.95
Nowhere to Run ,2.75
Flicka ,3.1
The Hills Have Eyes II ,2.55
Urban Legends: Final Cut ,2.05
Tuck Everlasting ,3.35
The Marine ,2.35
Keanu ,3.2
Country Strong ,3.15
Disturbing Behavior ,2.75
The Place Beyond the Pines ,3.65
The November Man ,3.15
Eye of the Beholder ,2.45
The Hurt Locker ,3.8
Firestarter ,3.0
Killing Them Softly ,3.1
A Most Wanted Man ,3.4
Freddy Got Fingered ,2.25
The Pirates Who Don't Do Anything: A VeggieTales Movie ,2.85
U2 3D ,4.2
Highlander: Endgame ,2.3
Idlewild ,3.1
One Day ,3.5
Whip It ,3.45
Knockaround Guys ,3.05
Confidence ,3.35
The Muse ,2.8
De-Lovely ,3.3
New York Stories ,3.2
Barney's Great Adventure ,1.4
The Man with the Iron Fists ,2.7
Home Fries ,2.5
Here on Earth ,2.55
Brazil ,4.0
Raise Your Voice ,2.95
The Dead Zone             ,3.75
The Big Lebowski ,4.1
Black Snake Moan ,3.5
Dark Blue ,3.3
A Mighty Heart ,3.35
Whatever It Takes ,2.75
Boat Trip ,2.45
The Importance of Being Earnest ,3.45
The Love Letter ,3.7
Hoot ,2.8
In Bruges ,4.0
Peeples ,2.65
The Rocker ,3.1
Post Grad ,2.65
Promised Land ,3.3
Whatever Works ,3.6
The In Crowd ,2.3
Three Burials ,3.75
Jakob the Liar ,3.25
Kiss Kiss Bang Bang ,3.8
Idle Hands ,3.1
Mulholland Drive ,4.0
Blood and Chocolate ,2.75
You Will Meet a Tall Dark Stranger ,3.15
Never Let Me Go ,3.6
The Company             ,3.95
Transsiberian ,3.35
The Clan of the Cave Bear ,2.65
Crazy in Alabama ,3.15
Funny Games ,3.25
Listening ,2.8
Felicia's Journey ,3.5
Metropolis ,4.15
District B13 ,3.6
Things to Do in Denver When You're Dead ,3.4
The Assassin ,3.2
Buffalo Soldiers ,3.45
The Return ,4.0
Ong-bak 2 ,3.1
Centurion ,3.2
Silent Trigger ,2.8
The Midnight Meat Train ,3.05
Winnie Mandela ,3.0
The Son of No One ,2.55
All the Queen's Men ,2.25
The Good Night ,2.95
Bathory: Countess of Blood ,3.0
Khumba ,2.9
Automata ,3.05
Dungeons & Dragons: Wrath of the Dragon God ,2.45
Chiamatemi Francesco - Il Papa della gente ,2.85
Shinjuku Incident ,3.55
Pandaemonium ,3.3
Groundhog Day ,4.05
Magic Mike XXL ,2.85
Romeo + Juliet ,3.4
Sarah's Key ,3.75
Freedom ,3.1
Unforgiven ,4.15
Manderlay ,3.7
Slumdog Millionaire ,4.0
Fatal Attraction ,3.45
Pretty Woman ,3.45
Towering Inferno             ,4.75
Crocodile Dundee II ,2.75
Broken Horses ,2.85
Born on the Fourth of July ,3.6
Cool Runnings ,3.45
My Bloody Valentine ,2.75
The Possession ,2.95
First Blood ,3.85
Stomp the Yard ,2.6
The Spy Who Loved Me ,3.55
Ghost Hunters             ,3.3
Urban Legend ,2.75
Dangerous Liaisons ,3.85
Good Deeds ,2.7
White Fang ,3.35
Superstar ,2.5
The Iron Lady ,3.2
Jonah: A VeggieTales Movie ,3.3
Poetic Justice ,2.95
All About the Benjamins ,2.85
Vampire in Brooklyn ,2.25
Exorcist II: The Heretic ,1.85
An American Haunting ,2.5
My Boss's Daughter ,2.3
A Perfect Getaway ,3.25
Our Family Wedding ,2.45
Dead Man on Campus ,3.0
Tea with Mussolini ,3.45
Thinner ,2.85
"New York, New York ",3.35
Crooklyn ,3.45
I Think I Love My Wife ,2.75
Jason X ,2.2
Big Fat Liar ,2.7
Bobby ,3.5
Head Over Heels ,2.7
Fun Size ,2.7
The Diving Bell and the Butterfly ,4.0
Little Children ,3.8
Gossip ,2.95
A Walk on the Moon ,3.3
Catch a Fire ,3.35
Soul Survivors ,1.95
Jefferson in Paris ,2.85
Easy Virtue ,3.35
Caravans ,3.25
Mr. Turner ,3.4
Wild Grass ,3.15
Amen. ,3.65
Reign of Assassins ,3.45
The Lucky Ones ,3.5
Margaret ,3.25
Stan Helsing ,1.8
Flipped ,3.85
Brokeback Mountain ,3.85
Teenage Mutant Ninja Turtles ,2.95
Clueless ,3.4
Far from Heaven ,3.7
Hot Tub Time Machine 2 ,2.55
Dekalog             ,4.55
Quills ,3.7
Seven Psychopaths ,3.6
The Caveman's Valentine ,3.0
The Border             ,3.7
Downfall ,4.15
The Sea Inside ,4.05
Under the Skin ,3.15
"Good Morning, Vietnam ",3.65
The Last Godfather ,1.8
Justin Bieber: Never Say Never ,0.8
Black Swan ,4.0
RoboCop ,3.1
The Godfather: Part II ,4.5
Save the Last Dance ,3.05
A Nightmare on Elm Street 4: The Dream Master ,2.85
Miracles from Heaven ,3.4
"Dude, Where's My Car? ",2.75
Young Guns ,3.4
St. Vincent ,3.65
About Last Night ,3.05
10 Things I Hate About You ,3.6
The New Guy ,2.95
Loaded Weapon 1 ,3.05
The Shallows ,3.4
The Butterfly Effect ,3.85
Snow Day ,2.45
This Christmas ,3.05
Baby Geniuses ,1.25
The Big Hit ,3.05
Harriet the Spy ,2.95
Child's Play 2 ,2.85
No Good Deed ,2.8
The Mist ,3.6
Ex Machina ,3.85
Being John Malkovich ,3.9
Two Can Play That Game ,3.05
Earth to Echo ,2.9
Crazy/Beautiful ,3.25
Letters from Iwo Jima ,3.95
The Astronaut Farmer ,3.15
Woo ,1.9
Room ,4.15
Dirty Work ,3.2
Serial Mom ,3.35
Dick ,3.05
Del 1 - Män som hatar kvinnor             ,4.05
Light It Up ,3.0
54 ,2.9
Bubble Boy ,2.8
Birthday Girl ,3.05
21 & Over ,2.95
"Paris, je t'aime ",3.65
Resurrecting the Champ ,3.4
Admission ,2.85
The Widow of Saint-Pierre ,3.65
Chloe ,3.15
Faithful ,2.95
Brothers ,3.55
Find Me Guilty ,3.55
The Perks of Being a Wallflower ,4.0
Excessive Force ,2.55
Infamous ,3.55
The Claim ,3.25
The Vatican Tapes ,2.25
Attack the Block ,3.3
In the Land of Blood and Honey ,2.15
The Call ,3.35
Operation Chromite ,3.4
The Crocodile Hunter: Collision Course ,2.7
I Love You Phillip Morris ,3.3
Quest for Fire ,3.7
Antwone Fisher ,3.65
The Emperor's Club ,3.45
True Romance ,4.0
Womb ,3.2
Glengarry Glen Ross ,3.9
The Killer Inside Me ,3.05
Cat People ,3.05
Sorority Row ,2.55
The Prisoner of Zenda ,3.9
Lars and the Real Girl ,3.7
The Boy in the Striped Pajamas ,3.9
Dancer in the Dark ,4.0
Oscar and Lucinda ,3.35
The Funeral ,3.3
Solitary Man ,3.2
Machete ,3.35
Casino Jack ,3.1
The Land Before Time ,3.65
Tae Guk Gi: The Brotherhood of War ,4.05
The Perfect Game ,3.5
The Exorcist ,4.0
Jaws ,4.0
American Pie ,3.5
Ernest & Celestine ,3.95
The Golden Child ,2.95
Think Like a Man ,3.3
Barbershop ,3.15
Star Trek II: The Wrath of Khan ,3.85
Ace Ventura: Pet Detective ,3.45
WarGames ,3.55
Witness ,3.7
Act of Valor ,3.25
Step Up ,3.25
Beavis and Butt-Head Do America ,3.4
Jackie Brown ,3.75
Harold & Kumar Escape from Guantanamo Bay ,3.3
Chronicle ,3.55
Yentl ,3.3
Time Bandits ,3.5
Crossroads ,1.65
Project X ,3.35
Patton ,4.0
One Hour Photo ,3.4
Quarantine ,3.0
The Eye ,2.7
Johnson Family Vacation ,2.15
How High ,3.1
The Muppet Christmas Carol ,3.85
Casino Royale ,4.0
Frida ,3.7
Katy Perry: Part of Me ,2.95
The Fault in Our Stars ,3.9
Rounders ,3.7
Top Five ,3.25
Prophecy ,2.7
Stir of Echoes ,3.5
Spartacus: War of the Damned             ,4.3
Philomena ,3.8
The Upside of Anger ,3.45
The Boys from Brazil ,3.5
Aquamarine ,2.65
Paper Towns ,3.2
My Baby's Daddy ,2.25
Nebraska ,3.9
Tales from the Crypt: Demon Knight ,3.35
Max Keeble's Big Move ,2.65
Young Adult ,3.15
Crank ,3.5
How to Be a Player ,2.65
Living Out Loud ,3.3
Just Wright ,2.9
Rachel Getting Married ,3.35
The Postman Always Rings Twice ,3.3
Girl with a Pearl Earring ,3.5
Das Boot ,4.2
The Alamo ,3.0
Sorority Boys ,2.7
About Time ,3.9
House of Flying Daggers ,3.8
Arbitrage ,3.3
Project Almanac ,3.2
Cadillac Records ,3.5
Screwed ,2.85
Fortress ,2.95
For Your Consideration ,3.15
Celebrity ,3.15
Running with Scissors ,3.1
From Justin to Kelly ,1.05
Girl 6 ,2.5
In the Cut ,2.65
Two Lovers ,3.55
Last Orders ,3.5
The Host ,3.5
The Pursuit of D.B. Cooper ,2.85
Ravenous ,3.55
Charlie Bartlett ,3.5
The Great Beauty ,3.85
The Dangerous Lives of Altar Boys ,3.55
Stoker ,3.4
2046 ,3.75
Married Life ,3.15
Duma ,3.65
Ondine ,3.4
Brother ,3.6
Welcome to Collinwood ,3.2
Critical Care ,3.0
The Life Before Her Eyes ,3.2
Darling Companion ,2.55
Trade ,3.75
Fateless ,3.55
Breakfast of Champions ,2.3
"A Woman, a Gun and a Noodle Shop ",2.85
Cypher ,3.4
City of Life and Death ,3.85
Home ,3.35
Legend of Kung Fu Rabbit ,1.6
Space Battleship Yamato ,3.05
5 Days of War ,2.8
Triangle ,3.45
10 Days in a Madhouse ,3.75
Heaven Is for Real ,2.9
Snatch ,4.15
Dancin' It's On ,1.4
Pet Sematary ,3.3
Madadayo ,3.75
The Cry of the Owl ,3.0
A Tale of Three Cities ,3.1
Gremlins ,3.6
Star Wars: Episode IV - A New Hope ,4.35
Dirty Grandpa ,3.0
Doctor Zhivago ,4.0
Trash ,3.6
High School Musical 3: Senior Year ,2.25
The Fighter ,3.95
Jackass Number Two ,3.55
My Cousin Vinny ,3.75
If I Stay ,3.4
Drive Hard ,2.15
Major League ,3.6
St. Trinian's ,2.9
Phone Booth ,3.55
A Walk to Remember ,3.7
Dead Man Walking ,3.8
Cruel Intentions ,3.45
Saw VI ,3.0
History of the World: Part I ,3.45
The Secret Life of Bees ,3.65
Corky Romano ,2.3
Raising Cain ,3.0
F.I.S.T. ,3.2
Invaders from Mars ,2.75
Brooklyn ,3.75
Barry Lyndon ,4.05
Out Cold ,3.15
The Ladies Man ,2.55
Quartet ,3.4
Tomcats ,2.65
Frailty ,3.65
Woman in Gold ,3.65
Kinsey ,3.55
Army of Darkness ,3.8
Slackers ,2.65
What's Eating Gilbert Grape ,3.9
The Visual Bible: The Gospel of John ,3.85
Vera Drake ,3.85
The Guru ,2.7
The Perez Family ,3.1
Inside Llewyn Davis ,3.7
O ,3.1
Return to the Blue Lagoon ,2.55
The Molly Maguires ,3.45
Romance & Cigarettes ,3.15
Copying Beethoven ,3.4
Poltergeist ,3.7
Brighton Rock ,2.85
Saw V ,2.9
Machine Gun McCain ,3.1
LOL ,2.15
Jindabyne ,3.2
Kabhi Alvida Naa Kehna ,3.0
An Ideal Husband ,3.45
The Last Days on Mars ,2.75
Darkness ,2.7
2001: A Space Odyssey ,4.15
E.T. the Extra-Terrestrial ,3.95
In the Land of Women ,3.25
The Blue Butterfly ,3.15
There Goes My Baby ,3.2
Lovesick             ,3.95
Housefull ,2.65
